id,screen_id,image_path,instruction,tags,image_width,image_height,bbox_px,pred_px,pred_py,hit,parse_ok,raw_response,prompt_tokens,completion_tokens,total_tokens,steps,rag_context
g_product_qty,product,C:/Proga/GUI2Model/data/target_app/eval/screenshots/product.png,Change how many units of this item I want to buy.,"product,qty",1280,720,"[764, 516, 816, 568]",768,546,True,True,"(768, 546)",1610,11,1621,1,"To change the quantity of an item you want to buy on this storefront, you would typically interact with the following elements:

1. **Product Page**: This is where you can view the details of the product, including the price, description, and options like quantity selection.
2. **Quantity Selector**: This is usually a dropdown or input field where you can specify the number of units you want to purchase.
3. **Add to Cart Button**: After selecting the desired quantity, you would click this button to add the item to your shopping cart.
4. **Shopping Cart**: This is where you can manage the items you've added, including adjusting quantities.

Here’s a step-by-step guide based on these elements:

1. **Open the Product Page**: Click on the product you're interested in to view more details.
2. **Select Quantity**: Use the quantity selector to choose the number of units you want to purchase. This might be a dropdown menu or an input field.
3. **Adjust Quantity**: If the quantity selector allows it, you can adjust the number of units up or down.
4. **Add to Cart**: Once you’ve selected the correct quantity, click the ""Add to Cart"" button to add the item to your shopping cart.

If you need further assistance with navigating the storefront or interacting with specific elements, please provide more details about the specific actions or elements you're looking to perform."
g_product_wishlist,product,C:/Proga/GUI2Model/data/target_app/eval/screenshots/product.png,Save this item for later without buying it yet.,"wishlist,product",1280,720,"[764, 608, 870, 632]",806,626,True,True,"(806, 626)",1556,11,1567,1,"To save an item for later without buying it yet on this storefront, the following GUI elements, navigation paths, labels, roles, and actions are most relevant:

1. **GUI Elements**: 
   - **""Add to Wish List"" Button**: This button is typically found on the product detail page and allows the user to add the item to their wish list without making a purchase.

2. **Navigation Paths**:
   - **Product Detail Page**: Navigate to the product detail page where the ""Add to Wish List"" button is usually located.

3. **Labels**:
   - **""Wish List"" Label**: This label might appear on the product detail page or in the navigation menu, indicating the section where the user can manage their saved items.

4. **Roles**:
   - **Customer Role**: As a customer, you would interact with the storefront to add items to your wish list.

5. **Actions**:
   - **Click on ""Add to Wish List"" Button**: Perform this action to add the item to your wish list.

By following these steps, you can save the item for later without making a purchase."
g_product_compare,product,C:/Proga/GUI2Model/data/target_app/eval/screenshots/product.png,Add this product to the comparison list.,"product,compare",1280,720,"[874, 608, 980, 632]",931,625,True,True,"(931, 625)",1736,11,1747,1,"To add a product to the comparison list on a storefront, several key elements and actions are involved:

1. **GUI Elements**: 
   - **Comparison List Button/Link**: This is typically a button or link labeled ""Compare,"" ""Compare Products,"" or something similar. It allows users to add products to a list for easy comparison.
   - **Product Page**: The product page itself provides details about the product, including its price, description, and images. This is where the user would find the option to add it to the comparison list.

2. **Navigation Paths**:
   - **Navigate to Product Page**: Users need to first navigate to the product page where they can find the option to add the product to the comparison list.
   - **Open Comparison List**: After selecting the product, the user might need to open the comparison list to add the product there.

3. **Labels**:
   - **""Add to Compare"" Label**: This label is usually found on the product page or within the comparison list interface. It indicates the action to add the product to the comparison list.

4. **Roles**:
   - **User Role**: The user must be logged in to access the comparison list feature. This ensures that the user can manage and view their comparison list.

5. **Actions**:
   - **Click on ""Add to Compare""**: The user clicks on the ""Add to Compare"" button or link on the product page to add the product to the comparison list.
   - **Open Comparison List**: The user opens the comparison list to view the products they've added for comparison.

In summary, the relevant GUI elements include the ""Add to Compare"" button or link, the product page, and the comparison list. The navigation paths involve navigating to the product page and then accessing the comparison list. Labels like ""Add to Compare"" guide the user to perform the necessary action. The role of the user is to be logged in, and the actions include clicking the ""Add to Compare"" button and opening the comparison list."
g_login_email,login,C:/Proga/GUI2Model/data/target_app/eval/screenshots/login.png,Field where I enter my account email to sign in.,"auth,login",1280,720,"[176, 446, 625, 478]",176,462,True,True,"(176, 462)",1621,11,1632,1,"To sign in to your account, you would typically navigate to the login screen. On this screen, you would look for the following:

1. **GUI Elements**: The most relevant GUI element here would be the input field where you enter your email address. This is usually labeled as ""Email"" or ""Username"".

2. **Navigation Paths**: To reach the login screen, you might start by navigating through the main menu or using a direct link provided on the website. For example, you might click on ""My Account"" or ""Login"" links.

3. **Labels**: The label for the email input field will likely be ""Email"" or ""Username"". Other labels might include ""Password"" for the password input field and ""Sign In"" or ""Log In"" for the button that submits the form.

4. **Roles**: As a user, you would interact with these elements to perform the action of signing in. You would need to provide your email and password, and then click the ""Sign In"" button.

5. **Actions**: The primary action required is to enter your email in the designated input field, type your password in the corresponding field, and then click the ""Sign In"" button to proceed with the login process.

If you're looking for specific navigation paths or labels, it would depend on the design of the particular website or application you are using. However, the general pattern described above should apply to many e-commerce sites and online platforms."
g_login_password,login,C:/Proga/GUI2Model/data/target_app/eval/screenshots/login.png,Password input on the customer login form.,"auth,login",1280,720,"[176, 507, 625, 539]",176,525,True,True,"(176, 525)",1447,11,1458,1,"The provided context does not contain any information related to password input on a customer login form. The context focuses on various aspects of an e-commerce platform, including product searches, wish lists, categories, and customer accounts, but it does not mention login forms or password inputs. Therefore, based on the given information, there is insufficient data to determine which GUI elements, navigation paths, labels, roles, and actions are most relevant for a password input on a customer login form. 

If you have additional context or a different set of documents that describe the login process, please provide those details so that I can assist you further."
g_login_forgot,login,C:/Proga/GUI2Model/data/target_app/eval/screenshots/login.png,I forgot my password — open the reset flow.,"auth,login",1280,720,"[290, 623, 438, 643]",349,639,True,True,"(349, 639)",1621,11,1632,1,"To assist you in resetting your password, we need to navigate through the login process. Here’s a step-by-step guide based on the available information:

1. **Navigation Path**: 
   - Start by navigating to the login page. This is typically found at `/customer/account/login/`.

2. **GUI Elements and Labels**:
   - On the login page, look for a link or button labeled ""Forgot Password"" or ""Reset Password"". This will take you to the password reset page.

3. **Roles and Actions**:
   - As a user, you would click on the ""Forgot Password"" link or button to initiate the password reset process.
   - After clicking, you may be prompted to enter your email address associated with your account. This is necessary to send a password reset link to your email.

4. **Labels**:
   - The label for the ""Forgot Password"" link/button might vary slightly depending on the website design but it is usually prominently displayed near the login form.

5. **Actions**:
   - Click on the ""Forgot Password"" link/button.
   - Enter your email address in the provided field.
   - Submit the form to proceed with the password reset process.

By following these steps, you should be able to reset your password. If you encounter any issues, ensure that you are using the correct email address linked to your account.

### References

- [1] Customer account documentation
- [2] Login process documentation"
g_contact_name,contact,C:/Proga/GUI2Model/data/target_app/eval/screenshots/contact.png,Where do I type my name on the Contact Us form?,"contact,form",1280,720,"[180, 441, 640, 473]",176,458,False,True,"(176, 458)",1684,11,1695,1,"The Contact Us form is typically used to communicate with customer service regarding issues such as refunds, order inquiries, or general feedback. To draft a refund message for the phone screen protector you purchased in March 2023, you would need to follow these steps:

1. **Navigate to the Contact Us Form**: You can access the Contact Us form by clicking on the ""Contact Us"" link or button on the website. This link is usually located in the footer or a specific section of the website dedicated to customer support.

2. **Fill Out the Form**: Once you reach the Contact Us form, you will need to provide your name, along with other necessary information such as the order ID, the reason for the refund, and the amount to be refunded. Ensure that you fill out all required fields accurately to facilitate the processing of your request.

3. **Submit the Form**: After filling out the form, you may need to submit it. The exact button or option to submit the form might vary depending on the website design but is usually labeled as ""Submit,"" ""Send,"" or ""Contact Us.""

If you are unsure about the exact location of the Contact Us form or the specific fields to fill out, you can refer to the ""Customer account"" section of the website. Registered users can log in to their account to manage their profile information, including addresses, and related account pages. The login link is typically found in the footer or a specific section of the website.

For more detailed instructions, you can visit the ""/customer/account/create/"" page, which provides guidance on creating an account and managing your profile information, including addresses.

### References

- [1] Customer account
- [2] /customer/account/create/
- [3] /sales/guest/form/"
g_contact_phone,contact,C:/Proga/GUI2Model/data/target_app/eval/screenshots/contact.png,Phone number field on the contact form.,"contact,form",1280,720,"[180, 563, 640, 595]",405,586,True,True,"(405, 586)",1528,11,1539,1,"The user's query seems to be about finding the phone number field on a contact form within a specific section of a storefront. However, the provided context does not contain detailed information about the GUI elements, navigation paths, labels, roles, or actions specific to a contact form on a storefront. The context primarily focuses on general concepts like ""PS4 Accessories,"" ""customer service,"" and ""order-related"" actions but lacks specific details about a contact form or its elements.

Given the lack of direct information about the contact form and its elements, it's challenging to provide a comprehensive answer. To accurately address the user's query, we would need more specific details about the storefront's layout, the exact location of the contact form, and the specific elements within it such as the phone number field.

If you could provide additional details or clarify the storefront's layout and the specific section where the contact form is located, I would be better equipped to assist you in identifying the relevant GUI elements, navigation paths, labels, roles, and actions."
g_adv_product_name,search_advanced,C:/Proga/GUI2Model/data/target_app/eval/screenshots/search_advanced.png,"On Advanced Search, filter by product title.","search,advanced",1280,720,"[180, 430, 640, 462]",180,446,True,True,"(180, 446)",1716,11,1727,1,"To perform an advanced search and filter by product title, the following GUI elements, navigation paths, labels, roles, and actions are most relevant:

1. **GUI Elements**: 
   - **Search Field**: This is typically labeled as ""Search"" or ""Find Products"" and is where you input your query.
   - **Advanced Search Button**: This button is usually labeled as ""Advanced Search"" or ""More Filters"" and allows you to access additional filtering options beyond the basic search field.

2. **Navigation Paths**:
   - **URL Path**: The URL `/catalogsearch/advanced/` leads to the advanced search page where you can apply more specific filters.
   - **Navigation Steps**: Start by navigating to the main search page, then click on the ""Advanced Search"" link or button to access the advanced search interface.

3. **Labels**:
   - **Advanced Search Label**: This label is used to indicate the presence of the advanced search functionality, which includes more detailed filtering options.
   - **Product Title Filter Label**: This label would appear next to the filter option that allows you to specify a product title.

4. **Roles**:
   - **Customer Role**: As a customer, you would interact with these elements to refine your search based on specific criteria like product titles.

5. **Actions**:
   - **Click on Search Field**: This action involves clicking on the search field to activate it for inputting a query.
   - **Type Query**: After clicking on the search field, you type in the product title you're interested in.
   - **Open Advanced Search**: Clicking on the ""Advanced Search"" button opens the advanced search interface where you can apply further filters.
   - **Submit Search**: After entering the product title and applying any necessary filters, you submit the search to view the filtered results.

By following these steps, you can effectively use the advanced search functionality to filter products by their title."
g_adv_sku,search_advanced,C:/Proga/GUI2Model/data/target_app/eval/screenshots/search_advanced.png,Enter a SKU on the advanced search form.,"search,advanced",1280,720,"[180, 491, 640, 523]",165,510,False,True,"(165, 510)",1639,11,1650,1,"To enter a SKU on the advanced search form, the following elements and actions are most relevant:

1. **Navigation Paths**: 
   - The user needs to navigate to the advanced search form. This involves clicking on the ""Advanced Search"" link or button, which is typically found in the main navigation menu or search bar area of the storefront.

2. **GUI Elements**:
   - The ""Advanced Search"" button or link.
   - The search field where the SKU will be entered.
   - Any filters or dropdown menus that might be present to refine the search based on various criteria like brand, category, etc.

3. **Labels**:
   - The label for the search field, which may say something like ""Enter SKU"" or ""Search by SKU"".
   - The label for the ""Advanced Search"" button or link, which might say ""Advanced Search"".

4. **Roles**:
   - The role of the user performing the search, which is likely a customer or a visitor looking to find a specific product by its SKU.

5. **Actions**:
   - Clicking the ""Advanced Search"" button or link to open the advanced search form.
   - Typing the SKU into the search field.
   - Submitting the search form by clicking the ""Submit"" button.

These elements and actions are crucial for guiding the user through the process of entering a SKU on the advanced search form. The exact implementation details may vary depending on the specific design and functionality of the storefront, but these general steps should cover the essential aspects of the task."
g_cart_checkout,cart_with_item,C:/Proga/GUI2Model/data/target_app/eval/screenshots/cart_with_item.png,"From the cart page, continue to checkout.","cart,checkout",1280,720,"[990, 612, 1245, 664]",1116,643,True,True,"(1116, 643)",1596,12,1608,1,"To continue from the cart page to checkout, the following GUI elements, navigation paths, labels, roles, and actions are most relevant:

1. **GUI Elements**:
   - **""View and Edit Cart""**: This button typically leads to the full cart page where you can view all items in your cart, adjust quantities, and proceed to checkout.
   - **""Checkout"" Button**: This button is usually present on the cart page and directs you to the checkout process.

2. **Navigation Paths**:
   - Click on the ""View and Edit Cart"" button to navigate to the full cart page.
   - From the cart page, click on the ""Checkout"" button to proceed to the checkout process.

3. **Labels**:
   - The ""View and Edit Cart"" label indicates the button that leads to the detailed cart page.
   - The ""Checkout"" label is the button that initiates the checkout process.

4. **Roles**:
   - As a user, you would interact with these elements to manage your cart and proceed to checkout.

5. **Actions**:
   - Click on the ""View and Edit Cart"" button to view the cart details.
   - Click on the ""Checkout"" button to start the checkout process.

By following these steps, you can successfully transition from the cart page to the checkout process."
g_cart_remove,cart_with_item,C:/Proga/GUI2Model/data/target_app/eval/screenshots/cart_with_item.png,Delete this line item from the shopping cart.,cart,1280,720,"[103, 602, 227, 634]",149,624,True,True,"(149, 624)",1643,11,1654,1,"To delete a line item from the shopping cart, you'll need to interact with the cart interface. Here’s a step-by-step guide based on the information provided:

1. **Identify the Cart Interface**: The cart interface typically includes a list of items currently in the shopping cart. This list may display details like the product name, price, quantity, and an option to remove the item.

2. **Locate the Remove Option**: Within the cart interface, there is usually a button or link labeled ""Remove,"" ""Delete,"" or something similar next to each item in the cart. Clicking this button will remove the selected item from the cart.

3. **Navigate to the Cart Page**: If the cart is not immediately visible, you might need to navigate to the cart page. This can often be done by clicking on a link labeled ""View Cart,"" ""My Cart,"" ""Shopping Cart,"" or ""Cart.""

4. **Select the Item to Remove**: Once you're on the cart page, locate the item you want to remove. It could be listed by product name, category, or other distinguishing features.

5. **Click the Remove Button**: After selecting the item, click the ""Remove"" button next to it. This action will delete the item from your cart.

6. **Verify the Removal**: After clicking the remove button, ensure that the item is no longer listed in the cart. You can also refresh the page to confirm the change.

If you need more specific guidance or additional steps, please provide more details about the exact layout and design of the cart interface."
g_cart_continue_shopping,cart_with_item,C:/Proga/GUI2Model/data/target_app/eval/screenshots/cart_with_item.png,Leave the cart and keep browsing the store.,cart,1280,720,"[20, 675, 205, 707]",60,697,True,True,"(60, 697)",1697,10,1707,1,"To leave the cart and continue browsing the store, the following GUI elements, navigation paths, labels, roles, and actions are most relevant:

1. **GUI Elements**:
   - **Close Button**: This button typically allows the user to exit the shopping cart view and return to the main store browsing area.
   - **Navigation Links**: These links might include ""Continue Shopping,"" ""Back to Store,"" or ""Browse All Categories.""

2. **Navigation Paths**:
   - **Click on the Close Button**: This action will take the user out of the shopping cart view and back to the main store browsing area.
   - **Navigate to Main Store Area**: After clicking the close button, the user should look for a link or icon that says ""Continue Shopping"" or ""Back to Store"" to return to the main store browsing area.

3. **Labels**:
   - **Close Button Label**: The label on the close button should clearly indicate what it does, such as ""Close Cart"" or ""Exit Cart.""
   - **Navigation Links Labels**: The labels on the navigation links should be descriptive, such as ""Continue Shopping"" or ""Back to Store.""

4. **Roles**:
   - **User Role**: The user needs to be logged in or have an account to access the shopping cart and navigate the store effectively. The user role should allow them to interact with the shopping cart and the main store browsing area.

5. **Actions**:
   - **Close Shopping Cart**: The user should click the close button to exit the shopping cart view.
   - **Navigate to Main Store Area**: After closing the cart, the user should click on the ""Continue Shopping"" or ""Back to Store"" link to return to the main store browsing area.

By following these steps, the user can successfully leave the cart and continue browsing the store."
