file_name;instruction;category;data_type;bbox;pred_x;pred_y;hit;raw_response;prompt_tokens;completion_tokens;total_tokens;steps
pc_8834317b-7d08-40f1-9036-40743aba5d70.png;open local disk e;desktop;text;(212, 380, 302, 535);235;248;FALSE;"The coordinates for the element corresponding to ""open local disk E"" are approximately (235, 248).";706;26;732;1
pc_fa28755f-aee4-48f3-a484-02e670a6ff8f.png;add a new file;desktop;text;(559, 235, 850, 281);650;120;FALSE;"The element corresponding to the instruction ""add a new file"" is located at approximately (650, 120). This is where the ""New"" option is found in the context menu.";706;42;748;1
pc_712496c8-6588-4b57-a89d-b17eaecc761b.png;open player settings;desktop;icon;(6, 870, 115, 946);25;483;FALSE;"The element corresponding to the instruction ""open player settings"" is located at approximately (25, 483).";705;25;730;1
pc_b1f1df2a-6c3d-40f9-ac70-dea7925c85dc.png;set up onedrive;desktop;text;(308, 291, 438, 359);300;170;FALSE;"The element corresponding to the instruction ""Set up OneDrive"" is located at approximately (300, 170).";707;27;734;1
pc_61beef4d-1a93-47b3-8aff-ba0f7774cb43.png;fill in red;desktop;icon;(630, 483, 648, 515);650;280;FALSE;"The element corresponding to the instruction ""fill in red"" is located at approximately (650, 280).";705;26;731;1
pc_73f3744f-675f-44e3-8c55-ef34bdce0da9.png;open map;desktop;icon;(438, 224, 755, 730);598;364;TRUE;"The element corresponding to the instruction ""open map"" is located at approximately (598, 364).";704;25;729;1
pc_488287f0-9da5-4c6a-b236-109d3df56137.png;maximize window;desktop;icon;(911, 469, 954, 530);912;263;FALSE;"The ""maximize window"" button is located at the top right corner of the window. The coordinates for this button are approximately (912, 263).";705;36;741;1
pc_eb0b756c-e471-40eb-bfaa-06b432094ac6.png;open account protection;desktop;text;(0, 194, 330, 269);25;123;FALSE;"The element corresponding to the instruction ""open account protection"" is located at approximately (25, 123).";705;25;730;1
pc_dd51aeab-7e2c-40aa-82e6-0f870e49e6ba.png;add equation ;desktop;text;(630, 28, 694, 200);620;30;FALSE;"The element corresponding to the instruction ""add equation"" is located at approximately (620, 30).";704;24;728;1
pc_41efdca0-442c-471e-8188-45457f9287c3.png;minimize the window;desktop;icon;(626, 35, 665, 98);608;35;FALSE;"The element corresponding to the instruction ""minimize the window"" is located at approximately (608, 35).";706;26;732;1
pc_8ce8a3b6-c2a9-4b69-986e-34b7d96e27ef.png;view the devices;desktop;text;(222, 117, 499, 244);235;87;FALSE;"The element corresponding to ""view the devices"" is located at approximately (235, 87).";705;23;728;1
pc_80ab83db-da70-4a1d-b10e-a438a59b2197.png;set the screen timeout.;desktop;icon;(311, 324, 501, 387);325;187;FALSE;"The element corresponding to ""set the screen timeout"" is located at approximately (325, 187). This is where you can adjust the time after which the screen will turn off when the computer is plugged in.";707;47;754;1
pc_0c634288-11b9-498f-8fb6-582e26ea17c9.png;start playback;desktop;icon;(172, 865, 227, 961);210;485;FALSE;"The element corresponding to the instruction ""start playback"" is located at approximately (210, 485).";704;25;729;1
pc_dfd488a9-d3c6-4e00-844a-6d56834a367e.png;screenshot option;desktop;text;(151, 22, 218, 189);165;24;TRUE;"The ""Screenshot"" option is located at approximately (165, 24).";705;19;724;1
pc_17bc1fc0-a71c-453d-a431-5ebcddeff38f.png;add the subtitle;desktop;text;(292, 558, 862, 746);560;720;TRUE;"The element corresponding to the instruction ""add the subtitle"" is located at approximately (560, 720).";2750;26;2776;1
pc_05f0185e-a291-4e4c-a777-ffb2c46037c6.png;light rotation;desktop;text;(406, 339, 723, 798);400;200;FALSE;"The element corresponding to the instruction ""light rotation"" is located at approximately (400, 200).";704;25;729;1
pc_aae370cb-9618-497e-8877-1a862725d28e.png;choose colour 2;desktop;text;(234, 257, 277, 385);350;140;FALSE;"The element corresponding to ""choose colour 2"" is located at approximately (350, 140).";706;25;731;1
pc_f317f992-32e1-4470-ab0b-31910a70bcd4.png;add the title;desktop;text;(292, 285, 861, 553);750;520;TRUE;"The element corresponding to the instruction ""add the title"" is located at approximately (750, 520).";2750;26;2776;1
pc_776b1aa0-a892-4461-b03a-88253e628426.png;refresh the page;desktop;icon;(19, 28, 65, 100);25;34;TRUE;The refresh button is located at the top left corner of the browser window. The coordinates for this element are approximately (25, 34).;705;31;736;1
pc_580035fc-f55e-4817-b0c5-b741fb034cd0.png;previous track;desktop;icon;(459, 848, 493, 943);450;475;FALSE;"The element corresponding to the ""previous track"" is located at approximately (450, 475).";704;24;728;1
pc_ac6779f8-a188-4633-bfcc-ab05ada6848c.png;pin to taskbar;desktop;icon;(908, 74, 947, 133);825;23;FALSE;"The element corresponding to the instruction ""pin to taskbar"" is located at approximately (825, 23).";706;26;732;1
pc_3b590e58-aab0-42c4-9b74-7d1a6b7f26fe.png;enter the wegameapps folder;desktop;text;(18, 96, 521, 163);25;65;FALSE;"The coordinates for entering the ""WeGameApps"" folder are approximately (25, 65).";708;22;730;1
pc_4ba904da-bd51-42ea-a96f-c5681c630058.png;check hourly weather;desktop;text;(242, 772, 333, 850);250;430;FALSE;"The element corresponding to ""check hourly weather"" is not directly visible in the provided image. However, if we assume that the ""Hourly"" tab under the ""Summary"" section might lead to an hourly weather forecast, the coordinates for this tab would be approximately (250, 430). This is based on the typical layout where such tabs are placed below the summary information.";705;80;785;1
pc_4cb20510-1be3-4ef8-ac47-2b49f4463555.png;open the menu of windows;desktop;icon;(0, 922, 50, 1000);0;500;FALSE;"The element corresponding to the instruction ""open the menu of windows"" is located at the bottom-left corner of the screen. The coordinates for this element are approximately (0, 500).";707;40;747;1
pc_f9867d85-5680-44ac-9bea-23acf5c9cc71.png;recycle bin;desktop;text;(0, 0, 82, 156);25;25;TRUE;The element corresponding to the instruction 'recycle bin' is located at approximately (25, 25).;705;24;729;1
pc_155fc26b-cddb-4a03-b636-322a45c054e6.png;open settings;desktop;icon;(950, 15, 995, 94);945;28;FALSE;"The element corresponding to the instruction ""open settings"" is located at approximately (945, 28).";704;24;728;1
pc_942d98d0-92d0-49ab-bc98-49a700c1822b.png;check weather  on tuesday;desktop;text;(575, 69, 740, 283);625;75;TRUE;"The element corresponding to the instruction ""check weather on Tuesday"" is located at approximately (625, 75).";708;26;734;1
pc_aa124117-8877-4805-9c69-0ce80e1afc71.png;open the playlist;desktop;text;(0, 457, 331, 543);25;264;FALSE;"The element corresponding to the instruction ""open the playlist"" is located at approximately (25, 264).";705;25;730;1
pc_e650b1a7-a1e4-4cb4-a2f0-a50f04ce9925.png;search bar;desktop;icon;(0, 922, 362, 1000);0;500;FALSE;The search bar is located at approximately (0, 500).;704;16;720;1
pc_88dde48f-6594-4f17-b117-3529b2bde02e.png;back to previous folder;desktop;icon;(7, 376, 36, 448);25;216;FALSE;"The element corresponding to the instruction ""back to previous folder"" is located at approximately (25, 216).";706;26;732;1
pc_5b1e5fe2-e063-463f-ab56-2b09d17b88a5.png;open windows store;desktop;text;(157, 387, 269, 581);150;240;FALSE;"The element corresponding to ""open windows store"" is located at approximately (150, 240).";705;24;729;1
pc_8ed762cb-06dd-493f-b770-7e02298433f8.png;turn on the mixed reality;desktop;icon;(766, 57, 853, 124);735;46;FALSE;"The element corresponding to the instruction ""turn on the mixed reality"" is located at approximately (735, 46).";707;27;734;1
pc_56d9172e-1780-4fb7-8377-f9987b87508c.png;delete the downloaded file;desktop;icon;(931, 233, 976, 330);875;142;FALSE;"The element corresponding to the instruction ""delete the downloaded file"" is the trash can icon located at approximately (875, 142).";706;31;737;1
pc_5165f0b8-ea19-448e-bcfc-66de25666bb9.png;open the menu;desktop;text;(0, 48, 67, 169);0;0;FALSE;"The element corresponding to the instruction ""open the menu"" is located at the top left corner of the image. The coordinates for this element are approximately (0, 0).";705;36;741;1
pc_ecf34119-ce66-4699-a169-60e5279a650f.png;switch to english;desktop;text;(688, 743, 999, 861);725;480;FALSE;"The element corresponding to the instruction ""switch to English"" is located at approximately (725, 480).";705;26;731;1
pc_445877f4-ba58-468b-97b6-e770b1a9f02a.png;open the file;desktop;text;(80, 0, 374, 52);50;20;FALSE;"The coordinates for the ""Open"" option in the context menu are approximately (50, 20).";705;23;728;1
pc_92e1062b-0d4a-4e14-8b25-b79e4b6c9b55.png;search for settings;desktop;icon;(408, 93, 764, 159);587;362;FALSE;"The element corresponding to the instruction ""search for settings"" is located at approximately (587, 362).";705;26;731;1
pc_09e2a811-2e5f-4cfc-9d6c-97acda34edf7.png;gradient option;desktop;text;(778, 559, 958, 607);750;320;FALSE;The gradient option is located at approximately (750, 320).;704;18;722;1
pc_21d4f79d-2603-4f10-a535-9401ee47cb94.png;show in folder;desktop;icon;(942, 465, 984, 563);852;264;FALSE;"The element corresponding to the instruction ""show in folder"" is located at approximately (852, 264).";705;26;731;1
pc_c7974702-d944-412f-83b2-61f92cf3c68c.png;share the file;desktop;text;(908, 22, 1000, 80);895;24;FALSE;"The element corresponding to the instruction ""share the file"" is located at approximately (895, 24).";705;25;730;1
pc_04d51f86-b324-4eb6-82f5-c8cd6cb3e79c.png;chech visibility;desktop;text;(592, 474, 677, 569);575;264;FALSE;"The element corresponding to the instruction ""check visibility"" is located at approximately (575, 264).";705;25;730;1
pc_3a625c5d-db8a-41fb-b533-16a7c8a4f345.png;refresh the page;desktop;icon;(924, 37, 962, 104);895;37;FALSE;"The element corresponding to the instruction ""refresh the page"" is located at approximately (895, 37).";705;25;730;1
pc_17904586-d58c-4f1d-8c1e-6a6697353b14.png;sign in;desktop;text;(825, 24, 988, 144);785;42;FALSE;The element corresponding to the instruction 'sign in' is located at approximately (785, 42).;704;24;728;1
pc_25eca08c-57eb-45b0-8c0b-79ccec8400ff.png;minimize the window.;desktop;icon;(939, 0, 973, 41);935;0;FALSE;"The element corresponding to the instruction ""minimize the window"" is located at the top right corner of the screen. In the provided image, it is represented by the minus (-) icon. The coordinates for this element can be approximated as (935, 0).";707;57;764;1
pc_cefd90d7-4af2-4370-b71e-8d4d5954c21e.png;number 5;desktop;text;(646, 848, 731, 948);620;475;FALSE;"The element corresponding to the instruction ""number 5"" is located at approximately (620, 475).";705;26;731;1
pc_8fc42b3c-c8bc-4866-b787-aed98a86d614.png;sound settings.;desktop;text;(191, 44, 520, 126);230;45;TRUE;"The element corresponding to ""Sound settings"" is located at approximately (230, 45).";705;22;727;1
pc_a2b172fe-7e11-4795-8424-c18d5b65a009.png;get help;desktop;text;(524, 276, 625, 344);536;164;FALSE;"The element corresponding to the instruction ""get help"" is located at approximately (536, 164).";704;25;729;1
pc_07faaa86-6e6b-457b-9a51-9b30edff21da.png;send current page;desktop;icon;(954, 843, 1000, 919);;;FALSE;"The image does not contain an element labeled ""send current page."" If you are referring to a specific feature or button on the webpage that might be used to send the current page, it is not visible in this screenshot. The elements shown include a heatmap, match statistics, and player information, but no button for sending the current page is present.";705;70;775;1
pc_ec8508be-641d-492a-bccc-a8279ae5bf9b.png;shape option;desktop;text;(81, 54, 130, 222);120;50;FALSE;"The element corresponding to the instruction ""shape option"" is located at approximately (120, 50).";704;24;728;1
pc_733fbb76-a188-4804-a2c6-788acf844d7c.png;back to previous folder;desktop;icon;(109, 87, 153, 148);120;60;FALSE;"The element corresponding to the instruction ""back to previous folder"" is located at approximately (120, 60).";706;26;732;1
pc_02a8e358-8282-498b-b82e-c0f2b1b8d26a.png;search for files on disk e:;desktop;text;(640, 83, 999, 144);625;30;FALSE;"The element corresponding to the instruction ""search for files on disk E:"" is located at approximately (625, 30).";709;28;737;1
pc_6f580940-6536-452e-9310-f9ebb87879eb.png;edit with paint 3d;desktop;text;(639, 96, 715, 256);650;70;FALSE;"The element corresponding to the instruction ""edit with paint 3d"" is located at approximately (650, 70).";708;28;736;1
pc_8c0c6fa3-39d8-4633-aeb1-6544036c85bf.png;adjust the volume;desktop;icon;(951, 933, 982, 1000);935;510;FALSE;"The element corresponding to the instruction ""adjust the volume"" is located at approximately (935, 510).";705;26;731;1
pc_ecde084e-e461-4c7c-9ddc-bccabc874747.png;learn more;desktop;text;(31, 739, 144, 807);75;410;FALSE;"The element corresponding to the instruction ""learn more"" is located at approximately (75, 410).";704;24;728;1
pc_140cfa7d-6933-4591-ae0d-a1eadda2d7b5.png;open videos folder;desktop;text;(732, 94, 899, 230);745;80;FALSE;"The coordinates for the ""Videos"" folder are approximately (745, 80).";705;20;725;1
pc_5a8a71e4-4c80-4b17-b724-a6b6d48a339f.png;check weather forecast;desktop;icon;(635, 924, 764, 1000);625;510;FALSE;The element corresponding to checking the weather forecast is located at approximately (625, 510).;705;23;728;1
pc_986f4ae9-9dd8-4c5c-b3d8-fb3fb5557d17.png;multiplicate;desktop;icon;(151, 24, 235, 128);175;34;TRUE;The element corresponding to the instruction 'multiplicate' is located at approximately (175, 34).;704;24;728;1
pc_6dfaf0c7-a3e5-4e71-8431-5eeb9fb8e493.png;see more information;desktop;text;(549, 450, 926, 517);562;257;FALSE;"The element corresponding to the instruction ""see more information"" is located at approximately (562, 257).";705;26;731;1
pc_89fc8216-3292-418c-864f-edcce3c34dc5.png;adjust volume;desktop;icon;(823, 822, 867, 894);735;518;FALSE;"The element corresponding to the instruction ""adjust volume"" is located at approximately (735, 518).";704;25;729;1
pc_c00e575a-fa2d-47c7-83cc-9f4e99f15720.png;restart the computer;desktop;text;(0, 850, 271, 926);25;463;FALSE;"The element corresponding to the instruction ""restart the computer"" is located at approximately (25, 463).";705;25;730;1
pc_b2579d6f-b494-47e3-872a-5e42a43f251a.png;adjust screen size;desktop;icon;(815, 730, 967, 785);845;400;FALSE;"The element corresponding to ""adjust screen size"" is located at approximately (845, 400).";705;24;729;1
pc_79eaf625-93f5-42a4-977e-71aba5418ff4.png;go to the desktop;desktop;text;(0, 696, 166, 748);25;120;FALSE;"The element corresponding to the instruction ""go to the desktop"" is located at approximately (25, 120).";706;26;732;1
pc_1f3eb0eb-2ab2-4e48-b278-de334846ee0d.png;choose the pig;desktop;icon;(423, 150, 789, 689);500;250;TRUE;"The image provided does not contain any instructions or elements that can be directly translated into coordinates. However, if we were to assume that the instruction ""choose the pig"" refers to selecting the pig in the image, the coordinates for the center of the pig would be approximately (500, 250). This is based on the assumption that the image is centered and the pig occupies a significant portion of the image.";705;86;791;1
pc_6a8d5384-ca12-4ae2-b14c-4c9dc08d4896.png;input a url;desktop;icon;(51, 31, 858, 63);250;45;TRUE;"The element corresponding to the instruction ""input a url"" is located at approximately (250, 45).";2750;25;2775;1
pc_c0996a5a-3af1-487b-9060-7b1a6779e42f.png;go to the homepage;desktop;text;(61, 170, 396, 248);75;105;FALSE;"The element corresponding to the instruction ""go to the homepage"" is located at approximately (75, 105).";706;26;732;1
pc_e18b4420-34da-4d60-889e-924a76fb5094.png;open the favourites;desktop;icon;(875, 20, 919, 89);795;26;FALSE;"The element corresponding to the instruction ""open the favourites"" is located at approximately (795, 26).";705;25;730;1
pc_4c43fbd2-d84e-4bb4-8169-7a748530c1af.png;choose wechat;desktop;text;(58, 728, 515, 944);75;423;FALSE;"The element corresponding to the instruction ""choose WeChat"" is located at approximately (75, 423).";705;25;730;1
pc_7e37689a-0657-4856-8adf-72a21ee640c9.png;windows keyboard shortcuts;desktop;text;(261, 302, 498, 765);325;240;FALSE;"The element corresponding to the instruction ""Windows keyboard shortcuts"" is located at approximately (325, 240).";705;26;731;1
pc_bb73a431-c05e-47a8-bd27-8c7cbc2f7f23.png;file sorting method;desktop;text;(121, 41, 356, 93);200;35;FALSE;"The element corresponding to the instruction ""file sorting method"" is located at approximately (200, 35).";705;25;730;1
pc_b4d4f0c2-5f8e-409e-ac20-b1a2c7d6f440.png;microsoft edge;desktop;text;(2, 185, 83, 356);20;150;FALSE;"The element corresponding to the instruction ""microsoft edge"" is located at approximately (20, 150).";705;25;730;1
pc_5da8f8cd-8ba2-490a-86e0-5c82421a9bee.png;open the file;desktop;text;(335, 124, 626, 172);350;70;FALSE;"The coordinates for the ""Open"" option in the context menu are approximately (350, 70).";705;24;729;1
pc_2d42ba96-b43d-4f3f-81c1-80c8c107ca1c.png;search for files;desktop;text;(8, 61, 309, 124);10;10;FALSE;"The element corresponding to the instruction ""search for files"" is located at the top left corner of the image. The coordinates for this element are approximately (10, 10).";705;38;743;1
pc_4392332d-683f-4746-bbb2-e9287d9cdae0.png;set the second photo as wallpaper;desktop;icon;(321, 376, 405, 531);230;225;FALSE;"The element corresponding to the instruction ""set the second photo as wallpaper"" is located at approximately (230, 225). This is the second image in the row of five images provided for selection.";708;44;752;1
pc_977de16a-870e-48f3-8a38-ec9e1efb9f77.png;add a language;desktop;text;(578, 441, 746, 533);635;247;FALSE;"The element corresponding to the instruction ""add a language"" is located at approximately (635, 247).";705;26;731;1
pc_16d04f01-66a7-45df-a189-66c29fa935d7.png;open files;desktop;text;(334, 893, 495, 961);325;487;FALSE;"The element corresponding to the instruction ""open files"" is located at approximately (325, 487).";704;25;729;1
pc_d077a08e-e927-4daa-aaf1-2f2385eefa04.png;"play the ""spider solitaire""";desktop;text;(236, 348, 432, 783);250;300;FALSE;"The element corresponding to the instruction 'play the ""spider solitaire""' is located at approximately (250, 300).";710;30;740;1
pc_01c641cb-aa78-4bae-80ea-dda820dd00eb.png;paste option;desktop;text;(114, 267, 167, 402);120;175;FALSE;"The ""Paste"" option is located at approximately (120, 175).";704;20;724;1
pc_9c3204c7-8a02-406a-8dee-5b363887258c.png;back to the previous page;desktop;icon;(0, 39, 52, 111);20;38;FALSE;"The element corresponding to the instruction ""back to the previous page"" is located at approximately (20, 38).";707;26;733;1
pc_471e7c2d-8c16-4626-9b8e-7e0fd79e3a32.png;next track;desktop;icon;(189, 830, 221, 926);215;467;FALSE;"The element corresponding to the ""next track"" button is located at approximately (215, 467).";704;25;729;1
pc_f92a83db-cb5b-4295-af83-3606639056be.png;review option;desktop;text;(284, 48, 354, 100);285;30;FALSE;"The ""Review"" option is located at approximately (285, 30).";704;19;723;1
pc_daa34642-1973-424e-a752-3b309fa6512b.png;check for two unread messages;desktop;icon;(945, 924, 997, 1000);935;500;FALSE;"The element corresponding to ""check for two unread messages"" is located at approximately (935, 500).";707;26;733;1
pc_58d89b93-10e2-41fe-8b6d-3532fd3bb832.png;windows settings;desktop;icon;(0, 754, 52, 837);25;427;FALSE;"The element corresponding to the ""windows settings"" can be found at approximately (25, 427).";704;24;728;1
pc_79377abe-731c-4d3b-ab04-b332c4054b81.png;dismiss the account protection;desktop;text;(429, 604, 504, 687);445;342;FALSE;"The element corresponding to the instruction ""dismiss the account protection"" is located at approximately (445, 342).";706;27;733;1
pc_9d04d927-2a44-4e0d-b752-57abf0a0522f.png;back to the previous page;desktop;icon;(2, 43, 49, 120);20;40;FALSE;"The element corresponding to the instruction ""back to the previous page"" is located at approximately (20, 40).";707;26;733;1
pc_c8b036c3-da02-490e-a09b-0a42b8d9f344.png;personal account options;desktop;icon;(0, 724, 49, 802);;;FALSE;"The element corresponding to the instruction ""personal account options"" is not directly visible in the provided image. The image shows the Start menu with various applications and settings, but it does not include personal account options like those typically found in the Windows Settings app or the Microsoft Account settings. If you are looking for personal account options, you would need to navigate to the Windows Settings app or open the Microsoft Account settings through the Start menu.";705;86;791;1
pc_3f7ea28c-0425-4837-a540-dc5bb23449b8.png;design option;desktop;text;(50, 46, 110, 100);65;34;FALSE;"The ""Design"" option is located at approximately (65, 34).";704;18;722;1
pc_7e7fa34c-9bb9-43bb-bad6-a7e62e7d0f95.png;open paint 3d;desktop;text;(81, 124, 464, 175);85;94;FALSE;"The element corresponding to ""open Paint 3D"" is located at approximately (85, 94).";590;24;614;1
pc_7e7fa34c-9bb9-43bb-bad6-a7e62e7d0f95.png;open microsoft edge;desktop;text;(499, 243, 648, 394);325;200;FALSE;"The element corresponding to ""open Microsoft Edge"" is located at approximately (325, 200).";588;24;612;1
pc_7e7fa34c-9bb9-43bb-bad6-a7e62e7d0f95.png;turn off the computer;desktop;icon;(2, 934, 62, 998);15;640;FALSE;"The element corresponding to the instruction ""turn off the computer"" is located at the bottom left corner of the image. The coordinates for this element are approximately (15, 640).";589;40;629;1
pc_17b94559-9897-4b8e-ae34-c47ce5b5d46f.png;switch to home;desktop;text;(3, 58, 253, 98);25;73;TRUE;"The element corresponding to the instruction ""switch to home"" is located at approximately (25, 73).";1478;24;1502;1
pc_17b94559-9897-4b8e-ae34-c47ce5b5d46f.png;back to;desktop;icon;(3, 3, 38, 36);25;16;TRUE;"The element corresponding to the instruction ""back to"" is located at approximately (25, 16).";1477;23;1500;1
pc_17b94559-9897-4b8e-ae34-c47ce5b5d46f.png;open fax;desktop;text;(267, 299, 468, 351);350;298;FALSE;"The element corresponding to the instruction ""open fax"" is located at approximately (350, 298).";1477;25;1502;1
